horodatage,id_capteur,temperature_c,humidite_pct,pm25
2024-01-06 18:00:00,CAP-A,-0.26,69.3,4.8
2024-01-06 19:00:00,CAP-A,1.08,92.7,24.6
2024-01-06 20:00:00,CAP-A,0.67,80.1,2.4
2024-01-06 21:00:00,CAP-A,1.27,97.5,17.9
2024-01-06 22:00:00,CAP-A,-0.94,80.9,5.9
2024-01-06 23:00:00,CAP-A,-3.07,85.2,9.2
2024-01-07 00:00:00,CAP-A,-1.73,94.3,12.9
2024-01-07 01:00:00,CAP-A,2.82,75.5,23.4
2024-01-07 02:00:00,CAP-A,-0.78,77.4,14.2
2024-01-07 03:00:00,CAP-A,0.54,88.4,7.3
2024-01-07 04:00:00,CAP-A,1.94,77.9,4.2
2024-01-07 05:00:00,CAP-A,3.85,84.1,17.0
2024-01-07 06:00:00,CAP-A,2.16,90.9,1.9
2024-01-07 07:00:00,CAP-A,2.84,81.8,3.2
2024-01-07 08:00:00,CAP-A,4.23,74.3,17.2
2024-01-07 09:00:00,CAP-A,4.74,66.1,7.6
2024-01-07 10:00:00,CAP-A,5.64,68.0,0.7
2024-01-07 11:00:00,CAP-A,6.16,81.4,11.2
2024-01-07 12:00:00,CAP-A,5.2,77.8,8.0
2024-01-07 13:00:00,CAP-A,,77.3,11.6
2024-01-07 14:00:00,CAP-A,6.31,84.9,11.7
2024-01-07 15:00:00,CAP-A,7.67,61.8,22.3
2024-01-07 16:00:00,CAP-A,5.88,66.2,33.2
2024-01-07 17:00:00,CAP-A,4.92,69.3,12.5
2024-01-07 18:00:00,CAP-A,2.09,73.2,9.5
2024-01-07 19:00:00,CAP-A,0.48,71.2,0.8
2024-01-07 20:00:00,CAP-A,1.32,66.5,13.2
2024-01-07 21:00:00,CAP-A,-1.33,59.0,6.7
2024-01-07 22:00:00,CAP-A,-1.54,76.7,2.6
2024-01-07 23:00:00,CAP-A,-2.1,75.5,5.8
2024-01-08 00:00:00,CAP-A,-0.19,78.3,1.6
2024-01-08 01:00:00,CAP-A,-2.22,91.5,18.8
2024-01-08 02:00:00,CAP-A,-0.06,73.3,21.9
2024-01-08 03:00:00,CAP-A,-0.88,76.5,3.1
2024-01-08 04:00:00,CAP-A,-1.55,68.0,1.5
2024-01-08 05:00:00,CAP-A,2.39,64.3,7.1
2024-01-08 06:00:00,CAP-A,4.29,64.0,25.6
2024-01-08 07:00:00,CAP-A,3.87,86.5,9.0
2024-01-08 08:00:00,CAP-A,5.91,96.4,22.1
2024-01-08 09:00:00,CAP-A,8.5,83.2,10.1
2024-01-08 10:00:00,CAP-A,6.99,72.9,13.2
2024-01-08 11:00:00,CAP-A,7.77,70.4,16.6
2024-01-08 12:00:00,CAP-A,9.04,74.5,12.0
2024-01-08 13:00:00,CAP-A,7.15,77.8,16.5
2024-01-08 14:00:00,CAP-A,,81.9,10.0
2024-01-08 15:00:00,CAP-A,5.98,81.8,19.3
2024-01-08 16:00:00,CAP-A,5.39,87.0,1.5
2024-01-08 17:00:00,CAP-A,0.82,74.5,6.4
2024-01-08 18:00:00,CAP-A,2.36,91.8,21.0
2024-01-08 19:00:00,CAP-A,3.1,67.9,2.3
2024-01-08 20:00:00,CAP-A,0.81,78.2,10.2
2024-01-08 21:00:00,CAP-A,,83.3,13.0
2024-01-08 22:00:00,CAP-A,0.66,74.1,5.2
2024-01-08 23:00:00,CAP-A,-0.06,84.6,14.9
2024-01-09 00:00:00,CAP-A,0.58,65.8,2.9
2024-01-09 01:00:00,CAP-A,-0.7,83.6,26.2
2024-01-09 02:00:00,CAP-A,0.84,88.1,22.4
2024-01-09 03:00:00,CAP-A,0.32,78.5,36.9
2024-01-09 04:00:00,CAP-A,1.49,62.3,15.0
2024-01-09 05:00:00,CAP-A,-0.07,90.3,36.9
2024-01-09 06:00:00,CAP-A,3.56,79.9,7.2
2024-01-09 07:00:00,CAP-A,5.69,78.6,7.5
2024-01-09 08:00:00,CAP-A,5.87,63.5,21.5
2024-01-09 09:00:00,CAP-A,4.67,85.0,8.0
2024-01-09 10:00:00,CAP-A,4.42,77.4,2.1
2024-01-09 11:00:00,CAP-A,7.81,77.6,7.9
2024-01-09 12:00:00,CAP-A,6.0,88.1,16.8
2024-01-09 13:00:00,CAP-A,6.03,82.5,10.3
2024-01-09 14:00:00,CAP-A,7.33,74.8,5.7
2024-01-09 15:00:00,CAP-A,5.38,85.9,6.5
2024-01-09 16:00:00,CAP-A,5.61,81.1,14.5
2024-01-09 17:00:00,CAP-A,1.96,83.2,15.1
2024-01-09 18:00:00,CAP-A,4.51,81.3,8.6
2024-01-09 19:00:00,CAP-A,0.09,76.9,23.6
2024-01-09 20:00:00,CAP-A,2.03,67.2,22.9
2024-01-09 21:00:00,CAP-A,-1.12,73.8,1.4
2024-01-09 22:00:00,CAP-A,0.87,82.0,9.9
2024-01-09 23:00:00,CAP-A,-0.92,67.7,17.6
2024-01-10 00:00:00,CAP-A,-2.52,87.9,9.3
2024-01-10 01:00:00,CAP-A,-1.92,83.0,4.4
2024-01-10 01:00:00,CAP-A,-1.92,83.0,4.4
2024-01-10 02:00:00,CAP-A,0.32,67.2,3.3
2024-01-10 03:00:00,CAP-A,0.87,78.0,9.5
2024-01-10 04:00:00,CAP-A,1.59,71.5,27.9
2024-01-10 05:00:00,CAP-A,2.52,88.0,6.4
2024-01-10 06:00:00,CAP-A,1.67,73.5,7.1
2024-01-10 07:00:00,CAP-A,4.99,79.3,32.8
2024-01-10 08:00:00,CAP-A,3.87,86.8,16.9
2024-01-10 09:00:00,CAP-A,6.14,74.3,10.8
2024-01-10 10:00:00,CAP-A,5.79,52.7,9.5
2024-01-10 11:00:00,CAP-A,6.17,86.8,9.8
2024-01-10 12:00:00,CAP-A,8.55,58.1,3.0
2024-01-10 13:00:00,CAP-A,,84.0,5.8
2024-01-10 14:00:00,CAP-A,9.23,75.3,22.8
2024-01-10 15:00:00,CAP-A,5.15,72.7,13.0
2024-01-10 16:00:00,CAP-A,5.56,82.0,2.6
2024-01-10 17:00:00,CAP-A,2.36,53.5,9.8
2024-01-10 18:00:00,CAP-A,3.66,94.3,10.8
2024-01-10 19:00:00,CAP-A,2.33,80.4,22.9
2024-01-10 20:00:00,CAP-A,0.22,66.4,6.1
2024-01-10 21:00:00,CAP-A,0.14,72.3,10.0
2024-01-10 22:00:00,CAP-A,-0.02,80.1,34.9
2024-01-10 23:00:00,CAP-A,0.62,71.4,30.4
2024-01-11 00:00:00,CAP-A,-1.44,68.1,5.9
2024-01-11 01:00:00,CAP-A,-2.29,74.7,18.9
2024-01-11 02:00:00,CAP-A,1.86,71.6,10.4
2024-01-11 03:00:00,CAP-A,1.74,83.2,17.6
2024-01-11 04:00:00,CAP-A,-0.01,80.3,15.3
2024-01-11 05:00:00,CAP-A,3.4,85.4,1.4
2024-01-11 06:00:00,CAP-A,4.84,78.0,12.1
2024-01-11 07:00:00,CAP-A,6.33,77.0,6.3
2024-01-11 08:00:00,CAP-A,4.45,91.0,10.4
2024-01-11 09:00:00,CAP-A,4.53,87.5,3.9
2024-01-11 10:00:00,CAP-A,4.88,61.7,19.6
2024-01-11 11:00:00,CAP-A,8.64,72.9,26.3
2024-01-11 12:00:00,CAP-A,6.35,89.5,20.3
2024-01-11 12:00:00,CAP-A,6.35,89.5,20.3
2024-01-11 13:00:00,CAP-A,6.22,85.3,3.5
2024-01-11 14:00:00,CAP-A,6.79,76.5,17.0
2024-01-11 15:00:00,CAP-A,6.55,72.5,12.9
2024-01-11 16:00:00,CAP-A,5.91,67.8,12.0
2024-01-11 17:00:00,CAP-A,4.0,75.3,11.2
2024-01-11 18:00:00,CAP-A,3.6,67.7,28.4
2024-01-11 19:00:00,CAP-A,4.66,87.2,9.4
2024-01-11 20:00:00,CAP-A,1.68,82.0,0.4
2024-01-11 21:00:00,CAP-A,-1.11,46.7,9.4
2024-01-11 22:00:00,CAP-A,-2.17,78.7,1.1
2024-01-11 23:00:00,CAP-A,0.12,57.0,11.9
2024-01-11 23:00:00,CAP-A,0.12,57.0,11.9
2024-01-12 00:00:00,CAP-A,-0.64,77.2,22.7
2024-01-12 01:00:00,CAP-A,-3.57,73.2,27.8
2024-01-12 02:00:00,CAP-A,-2.04,64.4,21.0
2024-01-12 03:00:00,CAP-A,0.99,73.6,7.1
2024-01-12 04:00:00,CAP-A,-0.4,80.6,24.2
2024-01-12 05:00:00,CAP-A,2.51,81.3,18.3
2024-01-12 06:00:00,CAP-A,3.27,92.4,2.5
2024-01-12 07:00:00,CAP-A,5.23,65.3,6.6
2024-01-12 08:00:00,CAP-A,5.57,76.1,14.9
2024-01-12 09:00:00,CAP-A,7.25,82.2,9.7
2024-01-12 09:00:00,CAP-A,7.25,82.2,9.7
2024-01-12 10:00:00,CAP-A,7.63,79.4,30.4
2024-01-12 11:00:00,CAP-A,8.05,70.3,6.6
2024-01-12 12:00:00,CAP-A,9.94,65.3,4.4
2024-01-12 13:00:00,CAP-A,9.73,79.4,7.7
2024-01-12 14:00:00,CAP-A,7.37,66.8,39.7
2024-01-12 15:00:00,CAP-A,4.78,87.2,12.7
2024-01-12 16:00:00,CAP-A,5.04,85.6,12.6
2024-01-12 17:00:00,CAP-A,2.33,68.6,19.5
2024-01-12 18:00:00,CAP-A,2.41,76.6,20.2
2024-01-12 19:00:00,CAP-A,4.0,96.8,7.8
2024-01-12 20:00:00,CAP-A,2.11,76.7,25.7
2024-01-12 21:00:00,CAP-A,-1.65,67.5,11.2
2024-01-12 22:00:00,CAP-A,-0.78,72.5,13.0
2024-01-12 23:00:00,CAP-A,-1.54,76.4,22.1
2024-01-13 00:00:00,CAP-A,0.22,62.9,31.8
2024-01-13 01:00:00,CAP-A,,71.1,27.8
2024-01-13 02:00:00,CAP-A,-0.32,74.2,5.2
2024-01-13 03:00:00,CAP-A,0.19,76.4,9.2
2024-01-13 04:00:00,CAP-A,1.7,70.9,7.9
2024-01-13 05:00:00,CAP-A,3.24,77.0,4.7
2024-01-13 06:00:00,CAP-A,,64.4,24.2
2024-01-13 07:00:00,CAP-A,2.05,74.2,13.1
2024-01-13 08:00:00,CAP-A,5.55,82.6,14.8
2024-01-13 09:00:00,CAP-A,5.49,73.2,6.2
2024-01-13 10:00:00,CAP-A,6.29,59.6,4.4
2024-01-13 11:00:00,CAP-A,6.48,60.8,41.9
2024-01-13 12:00:00,CAP-A,5.09,81.9,14.1
2024-01-13 13:00:00,CAP-A,5.47,68.1,17.0
2024-01-13 14:00:00,CAP-A,7.17,89.7,7.9
2024-01-13 15:00:00,CAP-A,5.56,83.1,9.1
2024-01-13 16:00:00,CAP-A,8.17,94.4,23.1
2024-01-13 17:00:00,CAP-A,2.51,71.2,4.0
2024-01-13 18:00:00,CAP-A,3.22,72.0,22.8
2024-01-13 19:00:00,CAP-A,2.0,85.4,8.0
2024-01-13 20:00:00,CAP-A,2.14,93.7,2.6
2024-01-13 21:00:00,CAP-A,1.3,80.1,3.0
2024-01-13 22:00:00,CAP-A,0.64,83.0,9.0
2024-01-13 23:00:00,CAP-A,-4.76,77.3,14.2
2024-01-14 00:00:00,CAP-A,0.14,76.1,7.3
2024-01-14 01:00:00,CAP-A,-4.88,83.5,24.6
2024-01-14 02:00:00,CAP-A,-1.38,79.6,26.2
2024-01-14 03:00:00,CAP-A,0.66,75.3,9.6
2024-01-14 04:00:00,CAP-A,0.73,79.0,16.3
2024-01-14 05:00:00,CAP-A,2.52,69.9,5.4
2024-01-14 06:00:00,CAP-A,2.1,83.8,14.2
2024-01-14 07:00:00,CAP-A,3.88,80.1,35.6
2024-01-14 08:00:00,CAP-A,,80.1,8.5
2024-01-14 09:00:00,CAP-A,6.33,66.3,35.3
2024-01-14 10:00:00,CAP-A,5.59,71.9,24.0
2024-01-14 11:00:00,CAP-A,7.13,76.1,21.6
2024-01-14 12:00:00,CAP-A,7.13,74.7,10.0
2024-01-14 13:00:00,CAP-A,6.15,80.0,24.3
2024-01-14 14:00:00,CAP-A,7.28,81.0,17.7
2024-01-14 15:00:00,CAP-A,8.8,74.7,36.1
2024-01-14 16:00:00,CAP-A,7.61,96.7,14.5
2024-01-14 17:00:00,CAP-A,6.67,91.2,4.2
2024-01-14 18:00:00,CAP-A,3.02,85.7,6.2
2024-01-14 19:00:00,CAP-A,2.46,74.5,4.4
2024-01-14 20:00:00,CAP-A,,86.1,8.3
2024-01-14 21:00:00,CAP-A,1.86,77.3,15.4
2024-01-14 22:00:00,CAP-A,-0.51,75.9,7.7
2024-01-14 23:00:00,CAP-A,-3.19,80.2,4.7
2024-01-15 00:00:00,CAP-A,-0.41,73.7,16.3
2024-01-15 01:00:00,CAP-A,-0.31,64.6,12.4
2024-01-15 02:00:00,CAP-A,0.15,94.8,10.5
2024-01-15 03:00:00,CAP-A,0.55,67.9,12.7
2024-01-15 04:00:00,CAP-A,0.9,77.7,46.0
2024-01-15 05:00:00,CAP-A,,79.0,10.7
2024-01-15 06:00:00,CAP-A,5.16,66.0,10.8
2024-01-15 07:00:00,CAP-A,4.72,79.2,20.6
2024-01-15 08:00:00,CAP-A,6.13,79.8,7.6
2024-01-15 09:00:00,CAP-A,8.44,88.5,18.3
2024-01-15 10:00:00,CAP-A,2.34,71.4,9.1
2024-01-15 11:00:00,CAP-A,5.78,84.6,4.6
2024-01-15 12:00:00,CAP-A,8.71,100.0,14.8
2024-01-15 13:00:00,CAP-A,7.72,89.4,13.4
2024-01-15 14:00:00,CAP-A,7.07,82.6,19.9
2024-01-15 15:00:00,CAP-A,5.97,78.8,8.5
2024-01-15 16:00:00,CAP-A,6.72,79.3,15.3
2024-01-15 17:00:00,CAP-A,5.91,82.3,24.0
2024-01-15 18:00:00,CAP-A,2.04,79.0,6.8
2024-01-15 19:00:00,CAP-A,1.44,79.3,8.2
2024-01-15 20:00:00,CAP-A,0.94,84.0,2.3
2024-01-15 21:00:00,CAP-A,,70.1,6.6
2024-01-15 22:00:00,CAP-A,0.5,77.8,7.9
2024-01-15 23:00:00,CAP-A,1.25,79.5,3.6
2024-01-16 00:00:00,CAP-A,-0.61,72.4,10.2
2024-01-16 01:00:00,CAP-A,-1.51,68.9,15.5
2024-01-16 02:00:00,CAP-A,-2.33,65.5,1.2
2024-01-16 03:00:00,CAP-A,-0.09,68.8,14.3
2024-01-16 04:00:00,CAP-A,-1.04,65.4,15.7
2024-01-16 05:00:00,CAP-A,-1.33,73.8,21.5
2024-01-16 06:00:00,CAP-A,2.63,99.3,8.4
2024-01-16 07:00:00,CAP-A,3.25,81.5,8.3
2024-01-16 08:00:00,CAP-A,4.11,77.0,6.7
2024-01-16 09:00:00,CAP-A,6.37,69.8,10.7
2024-01-16 10:00:00,CAP-A,7.55,68.0,26.5
2024-01-16 11:00:00,CAP-A,6.94,64.9,8.6
2024-01-16 12:00:00,CAP-A,7.53,69.4,24.9
2024-01-16 13:00:00,CAP-A,8.25,79.9,4.0
2024-01-16 14:00:00,CAP-A,6.66,83.9,5.2
2024-01-16 15:00:00,CAP-A,5.62,71.5,5.2
2024-01-16 16:00:00,CAP-A,4.12,76.1,21.2
2024-01-16 17:00:00,CAP-A,4.24,77.3,6.0
2024-01-16 18:00:00,CAP-A,2.25,72.4,2.4
2024-01-16 19:00:00,CAP-A,2.63,72.8,5.2
2024-01-16 20:00:00,CAP-A,0.69,83.1,10.1
2024-01-16 21:00:00,CAP-A,0.45,84.9,4.8
2024-01-16 22:00:00,CAP-A,,79.0,4.8
2024-01-16 23:00:00,CAP-A,-1.46,81.2,14.1
2024-01-17 00:00:00,CAP-A,-2.18,74.3,9.5
2024-01-17 01:00:00,CAP-A,-2.6,75.0,3.3
2024-01-17 02:00:00,CAP-A,-2.09,61.3,5.7
2024-01-17 03:00:00,CAP-A,-0.39,93.4,12.0
2024-01-17 04:00:00,CAP-A,3.12,75.1,14.8
2024-01-17 05:00:00,CAP-A,,71.8,20.5
2024-01-17 06:00:00,CAP-A,,64.1,11.6
2024-01-17 07:00:00,CAP-A,3.14,77.1,8.2
2024-01-17 08:00:00,CAP-A,5.72,71.6,6.1
2024-01-17 09:00:00,CAP-A,6.04,82.4,6.5
2024-01-17 10:00:00,CAP-A,6.59,69.5,10.5
2024-01-17 11:00:00,CAP-A,7.82,70.3,40.6
2024-01-17 12:00:00,CAP-A,4.99,71.5,23.2
2024-01-17 13:00:00,CAP-A,7.06,63.7,4.1
2024-01-17 14:00:00,CAP-A,6.12,81.9,14.5
2024-01-17 15:00:00,CAP-A,5.27,74.3,7.3
2024-01-17 16:00:00,CAP-A,5.36,77.8,5.8
2024-01-17 17:00:00,CAP-A,5.97,75.5,10.8
2024-01-17 18:00:00,CAP-A,2.69,71.7,3.9
2024-01-17 19:00:00,CAP-A,2.35,98.3,36.1
2024-01-17 20:00:00,CAP-A,0.76,67.7,2.3
2024-01-17 21:00:00,CAP-A,1.2,75.2,13.9
2024-01-17 22:00:00,CAP-A,3.5,87.9,4.2
2024-01-17 23:00:00,CAP-A,-1.42,75.2,31.4
2024-01-18 00:00:00,CAP-A,-1.23,63.7,6.8
2024-01-18 01:00:00,CAP-A,-1.54,65.1,9.8
2024-01-18 02:00:00,CAP-A,0.13,87.6,10.9
2024-01-18 03:00:00,CAP-A,-0.83,73.9,13.5
2024-01-18 04:00:00,CAP-A,1.09,69.2,14.4
2024-01-18 05:00:00,CAP-A,-0.83,90.7,6.4
2024-01-18 06:00:00,CAP-A,1.23,71.5,18.4
2024-01-18 07:00:00,CAP-A,4.61,76.2,17.0
2024-01-18 08:00:00,CAP-A,,85.9,11.5
2024-01-18 09:00:00,CAP-A,7.13,85.4,21.1
2024-01-18 10:00:00,CAP-A,6.15,76.8,6.2
2024-01-18 11:00:00,CAP-A,7.08,78.9,3.3
2024-01-18 12:00:00,CAP-A,7.39,73.9,5.3
2024-01-18 13:00:00,CAP-A,6.86,-999.0,13.6
2024-01-18 14:00:00,CAP-A,5.86,66.1,5.9
2024-01-18 15:00:00,CAP-A,4.24,59.3,3.0
2024-01-18 16:00:00,CAP-A,5.36,80.1,8.0
2024-01-18 17:00:00,CAP-A,6.28,84.5,22.8
2024-01-18 18:00:00,CAP-A,5.19,78.2,8.1
2024-01-18 19:00:00,CAP-A,3.43,82.7,17.4
2024-01-18 20:00:00,CAP-A,-0.43,-999.0,30.5
2024-01-18 21:00:00,CAP-A,0.97,61.3,8.7
2024-01-18 21:00:00,CAP-A,0.97,61.3,8.7
2024-01-18 22:00:00,CAP-A,-1.98,68.4,15.1
2024-01-18 23:00:00,CAP-A,-0.45,84.0,3.1
2024-01-19 00:00:00,CAP-A,0.77,69.3,19.5
2024-01-19 01:00:00,CAP-A,2.13,74.9,24.4
2024-01-19 02:00:00,CAP-A,-0.51,78.5,21.4
2024-01-19 03:00:00,CAP-A,3.22,89.9,21.0
2024-01-19 04:00:00,CAP-A,1.22,74.3,16.8
2024-01-19 05:00:00,CAP-A,1.88,80.0,8.9
2024-01-19 06:00:00,CAP-A,3.02,86.1,4.2
2024-01-19 07:00:00,CAP-A,4.73,78.5,23.3
2024-01-19 08:00:00,CAP-A,6.48,83.3,10.6
2024-01-19 09:00:00,CAP-A,5.95,73.8,8.7
